n,r3
5731,480
5732,432
5733,840
5734,480
5735,0
5736,384
5737,432
5738,1056
5739,528
5740,96
5741,1128
5742,720
5743,0
5744,0
5745,672
5746,720
5747,576
5748,288
5749,600
5750,1440
5751,0
5752,192
5753,720
5754,480
5755,288
5756,0
5757,384
5758,288
5759,0
5760,120
5761,672
5762,672
5763,288
5764,336
5765,912
5766,744
5767,0
5768,288
5769,1008
5770,432
5771,1056
5772,192
5773,432
5774,1104
5775,0
5776,126
5777,576
5778,768
5779,312
5780,456
5781,1056
5782,504
5783,0
5784,384
5785,384
5786,960
5787,360
5788,0
5789,1152
5790,480
5791,0
5792,216
5793,528
5794,816
5795,768
5796,576
5797,288
5798,528
5799,0
5800,168
5801,1344
5802,432
5803,240
5804,312
5805,768
5806,624
5807,0
5808,104
5809,480
5810,1248
5811,288
5812,168
5813,936
5814,960
5815,0
5816,720
5817,384
5818,312
5819,552
5820,0
5821,552
5822,768
5823,0
5824,48
5825,1008
5826,672
5827,360
5828,288
5829,960
5830,480
5831,0
5832,324
5833,336
5834,1320
5835,288
5836,264
5837,816
5838,576
5839,0
5840,240
5841,1200
5842,288
5843,600
5844,336
5845,384
5846,912
5847,0
5848,192
5849,1248
5850,1080
5851,504
5852,0
5853,432
5854,576
5855,0
5856,144
5857,432
5858,816
5859,768
5860,192
5861,792
5862,720
5863,0
5864,696
5865,768
5866,528
5867,504
5868,120
5869,552
5870,816
5871,0
5872,0
5873,960
5874,768
5875,288
5876,672
5877,504
5878,312
5879,0
5880,432
5881,624
5882,720
5883,384
5884,0
5885,1152
5886,1344
5887,0
5888,0
5889,480
5890,576
5891,624
5892,336
5893,576
5894,864
5895,0
5896,192
5897,576
5898,576
5899,432
5900,360
5901,672
5902,336
5903,0
5904,288
5905,384
5906,1296
5907,384
5908,192
5909,1008
5910,384
5911,0
5912,360
5913,816
5914,792
5915,624
5916,0
5917,384
5918,912
5919,0
5920,144
5921,1248
5922,480
5923,168
5924,624
5925,1008
5926,360
5927,0
5928,288
5929,702
5930,624
5931,792
5932,168
5933,480
5934,672
5935,0
5936,192
5937,528
5938,288
5939,840
5940,384
5941,720
5942,1128
5943,0
5944,240
5945,768
5946,1008
5947,192
5948,0
5949,1080
5950,672
5951,0
5952,48
5953,528
5954,1008
5955,480
5956,240
5957,768
5958,792
5959,0
5960,432
5961,720
5962,384
5963,576
5964,288
5965,432
5966,1008
5967,0
5968,120
5969,1440
5970,672
5971,336
5972,264
5973,384
5974,576
5975,0
5976,600
5977,336
5978,840
5979,576
5980,0
5981,1512
5982,432
5983,0
5984,336
5985,864
5986,384
5987,360
5988,240
5989,384
5990,1248
5991,0
5992,192
5993,576
5994,1080
5995,384
5996,312
5997,816
5998,432
5999,0
6000,0
6001,384
6002,1104
6003,480
6004,288
6005,1248
6006,768
6007,0
6008,288
6009,912
6010,480
6011,648
6012,0
6013,336
6014,1152
6015,0
6016,96
6017,720
6018,576
6019,528
6020,480
6021,576
6022,360
6023,0
6024,288
6025,720
6026,1344
6027,432
6028,96
6029,840
6030,720
6031,0
6032,192
6033,624
6034,480
6035,672
6036,480
6037,408
6038,744
6039,0
6040,192
6041,1440
6042,384
6043,216
6044,0
6045,576
6046,672
6047,0
6048,192
6049,480
6050,924
6051,480
6052,192
6053,600
6054,960
6055,0
6056,600
6057,720
6058,480
6059,624
6060,288
6061,768
6062,672
6063,0
6064,72
6065,864
6066,864
6067,360
6068,576
6069,816
6070,432
6071,0
6072,288
6073,288
6074,1512
6075,728
6076,0
6077,576
6078,432
6079,0
6080,0
6081,720
6082,528
6083,576
6084,390
6085,432
6086,1152
6087,0
6088,240
6089,1392
6090,576
6091,360
6092,168
6093,1080
6094,624
6095,0
6096,240
6097,288
6098,576
6099,384
6100,360
6101,1272
6102,960
6103,0
6104,576
6105,576
6106,480
6107,720
6108,0
6109,720
6110,960
6111,0
6112,96
6113,816
6114,960
6115,240
6116,624
6117,480
6118,384
6119,0
6120,432
6121,528
6122,648
6123,384
6124,264
6125,1008
6126,720
6127,0
6128,0
6129,960
6130,432
6131,744
6132,288
6133,504
6134,840
6135,0
6136,240
6137,1008
6138,720
6139,480
6140,0
6141,672
6142,336
6143,0
6144,24
6145,672
6146,1344
6147,360
6148,192
6149,1440
6150,720
6151,0
6152,528
6153,480
6154,432
6155,672
6156,408
6157,288
6158,1008
6159,0
6160,96
6161,960
6162,480
6163,264
6164,432
6165,720
6166,696
6167,0
6168,240
6169,480
6170,1200
6171,528
6172,0
6173,888
6174,1152
6175,0
6176,240
6177,576
6178,384
6179,1008
6180,288
6181,576
6182,528
6183,0
6184,408
6185,672
6186,960
6187,288
6188,288
6189,768
6190,528
6191,0
6192,120
6193,336
6194,1056
6195,384
6196,216
6197,840
6198,480
6199,0
6200,672
6201,1440
6202,384
6203,408
6204,0
6205,480
6206,1200
6207,0
6208,48
6209,1152
6210,768
6211,360
6212,480
6213,480
6214,720
6215,0
6216,288
6217,384
6218,552
6219,600
6220,96
6221,1512
6222,576
6223,0
6224,264
6225,720
6226,864
6227,432
6228,504
6229,552
6230,1056
6231,0
6232,144
6233,768
6234,720
6235,288
6236,0
6237,864
6238,288
6239,0
6240,192
6241,486
6242,864
6243,528
6244,384
6245,672
6246,600
6247,0
6248,336
6249,720
6250,744
6251,576
6252,144
6253,360
6254,1680
6255,0
6256,0
6257,912
6258,480
6259,240
6260,336
6261,960
6262,288
6263,0
6264,576
6265,672
6266,1008
6267,288
6268,0
6269,1368
6270,768
6271,0
6272,108
6273,480
6274,480
6275,840
6276,336
6277,552
6278,1104
6279,0
6280,240
6281,912
6282,936
6283,288
6284,408
6285,480
6286,576
6287,0
6288,144
6289,912
6290,576
6291,960
6292,264
6293,672
6294,816
6295,0
6296,648
6297,432
6298,528
6299,1032
6300,0
6301,504
6302,768
6303,0
6304,120
6305,1152
6306,960
6307,192
6308,336
6309,1224
6310,576
6311,0
6312,192
6313,432
6314,1056
6315,384
6316,216
6317,936
6318,624
6319,0
6320,192
6321,1008
6322,432
6323,504
6324,480
6325,336
6326,1272
6327,0
6328,192
6329,768
6330,576
6331,432
6332,0
6333,480
6334,480
6335,0
6336,72
6337,336
6338,720
6339,480
6340,288
6341,1344
6342,576
6343,0
6344,528
6345,1152
6346,480
6347,672
6348,200
6349,576
6350,960
6351,0
6352,72
6353,864
6354,1440
6355,384
6356,624
6357,480
6358,456
6359,0
6360,384
6361,624
6362,600
6363,432
6364,0
6365,768
6366,1008
6367,0
6368,240
6369,864
6370,432
6371,864
6372,192
6373,456
6374,984
6375,0
6376,408
6377,768
6378,432
6379,408
6380,384
6381,600
6382,432
6383,0
6384,0
6385,384
6386,1344
6387,432
6388,168
6389,1080
6390,1152
6391,0
6392,384
6393,528
6394,576
6395,384
6396,0
6397,600
6398,768
6399,0
6400,30
6401,1440
6402,384
6403,240
6404,672
6405,768
6406,504
6407,0
6408,480
6409,576
6410,1344
6411,576
6412,144
6413,936
6414,528
6415,0
6416,240
6417,864
6418,432
6419,840
6420,192
6421,504
6422,936
6423,0
6424,336
6425,1344
6426,1152
6427,216
6428,0
6429,720
6430,432
6431,0
6432,192
6433,288
6434,1440
6435,480
6436,336
6437,816
6438,576
6439,0
6440,384
6441,768
6442,360
6443,624
6444,360
6445,672
6446,1104
6447,0
6448,48
6449,960
6450,672
6451,408
6452,504
6453,768
6454,624
6455,0
6456,336
6457,432
6458,648
6459,720
6460,0
6461,1152
6462,720
6463,0
6464,168
6465,576
6466,432
6467,480
6468,336
6469,408
6470,1104
6471,0
6472,144
6473,1056
6474,1152
6475,480
6476,360
6477,480
6478,672
6479,0
6480,216
6481,672
6482,768
6483,288
6484,216
6485,1200
6486,768
6487,0
6488,360
6489,960
6490,384
6491,744
6492,0
6493,288
6494,1152
6495,0
6496,192
6497,768
6498,684
6499,336
6500,576
6501,1152
6502,408
6503,0
6504,240
6505,384
6506,1176
6507,384
6508,168
6509,1680
6510,576
6511,0
6512,0
6513,672
6514,480
6515,624
6516,600
6517,384
6518,504
6519,0
6520,336
6521,816
6522,624
6523,336
6524,0
6525,1080
6526,528
6527,0
6528,48
6529,960
6530,1488
6531,576
6532,192
6533,528
6534,1056
6535,0
6536,768
6537,528
6538,336
6539,672
6540,192
6541,672
6542,720
6543,0
6544,192
6545,768
6546,672
6547,264
6548,456
6549,768
6550,504
6551,0
6552,432
6553,432
6554,1008
6555,576
6556,0
6557,576
6558,720
6559,0
6560,192
6561,966
6562,576
6563,552
6564,528
6565,576
6566,1512
6567,0
6568,168
6569,1584
6570,720
6571,360
6572,240
6573,480
6574,624
6575,0
6576,144
6577,432
6578,1056
6579,864
6580,192
6581,936
6582,432
6583,0
6584,528
6585,768
6586,624
6587,624
6588,0
6589,528
6590,912
6591,0
6592,0
6593,816
6594,672
6595,384
6596,576
6597,840
6598,312
6599,0
6600,480
6601,576
6602,600
6603,288
6604,192
6605,864
6606,1440
6607,0
6608,240
6609,528
6610,336
6611,1008
6612,192
6613,480
6614,1464
6615,0
6616,264
6617,672
6618,768
6619,312
6620,0
6621,1152
6622,384
6623,0
6624,240
6625,576
6626,1152
6627,392
6628,192
6629,1440
6630,576
6631,0
6632,504
6633,720
6634,864
6635,720
6636,192
6637,264
6638,528
6639,0
6640,0
6641,1440
6642,816
6643,288
6644,576
6645,576
6646,984
6647,0
6648,240
6649,672
6650,1200
6651,600
6652,0
6653,840
6654,624
6655,0
6656,72
6657,576
6658,336
6659,552
6660,576
6661,552
6662,1080
6663,0
6664,336
6665,1152
6666,768
6667,240
6668,312
6669,1152
6670,480
6671,0
6672,144
6673,336
6674,1248
6675,336
6676,312
6677,1056
6678,480
6679,0
6680,336
6681,960
6682,288
6683,768
6684,0
6685,672
6686,864
6687,0
6688,96
6689,864
6690,864
6691,504
6692,384
6693,384
6694,696
6695,0
6696,576
6697,384
6698,1200
6699,576
6700,168
6701,936
6702,528
6703,0
6704,216
6705,960
6706,672
6707,672
6708,192
6709,792
6710,672
6711,0
6712,240
6713,864
6714,936
6715,288
6716,0
6717,528
6718,480
6719,0
6720,96
6721,480
6722,768
6723,648
6724,246
6725,1320
6726,768
6727,0
6728,372
6729,624
6730,624
6731,816
6732,240
6733,456
6734,1440
6735,0
6736,120
6737,912
6738,576
6739,432
6740,624
6741,1152
6742,312
6743,0
6744,528
6745,384
6746,1224
6747,384
6748,0
6749,1008
6750,1152
6751,0
6752,120
6753,720
6754,576
6755,480
6756,432
6757,384
6758,960
6759,0
6760,312
6761,1584
6762,672
6763,216
6764,432
6765,576
6766,480
6767,0
6768,0
6769,576
6770,912
6771,384
6772,264
6773,864
6774,960
6775,0
6776,624
6777,576
6778,360
6779,936
6780,0
6781,744
6782,1248
6783,0
6784,72
6785,1056
6786,1200
6787,288
6788,336
6789,864
6790,480
6791,0
6792,192
6793,432
6794,816
6795,864
6796,264
6797,816
6798,576
6799,0
6800,336
6801,720
6802,480
6803,456
6804,624
6805,384
6806,1056
6807,0
6808,240
6809,1488
6810,576
6811,504
6812,0
6813,600
6814,576
6815,0
6816,288
6817,384
6818,672
6819,528
6820,192
6821,1392
6822,792
6823,0
6824,696
6825,672
6826,600
6827,408
6828,240
6829,504
6830,1104
6831,0
6832,48
6833,816
6834,576
6835,432
6836,504
6837,768
6838,576
6839,0
6840,240
6841,624
6842,1200
6843,288
6844,0
6845,936
6846,672
6847,0
6848,72
6849,1440
6850,720
6851,864
6852,432
6853,384
6854,1104
6855,0
6856,240
6857,528
6858,576
6859,480
6860,384
6861,816
6862,288
6863,0
6864,192
6865,480
6866,1488
6867,480
6868,192
6869,984
6870,672
6871,0
6872,552
6873,672
6874,768
6875,600
6876,0
6877,600
6878,720
6879,0
6880,144
6881,1536
6882,480
6883,216
6884,624
6885,816
6886,864
6887,0
6888,288
6889,510
6890,576
6891,624
6892,120
6893,1248
6894,1440
6895,0
6896,0
6897,528
6898,480
6899,840
6900,480
6901,528
6902,672
6903,0
6904,288
6905,1152
6906,768
6907,408
6908,0
6909,864
6910,432
6911,0
6912,32
6913,288
6914,1296
6915,672
6916,288
6917,600
6918,480
6919,0
6920,432
6921,1200
6922,360
6923,384
6924,192
6925,504
6926,1680
6927,0
6928,144
6929,1440
6930,1152
6931,288
6932,408
6933,528
6934,552
6935,0
6936,456
6937,480
6938,984
6939,576
6940,0
6941,912
6942,576
6943,0
6944,288
6945,672
6946,384
6947,696
6948,240
6949,840
6950,1176
6951,0
6952,192
6953,768
6954,1152
6955,288
6956,480
6957,936
6958,432
6959,0
6960,96
6961,624
6962,708
6963,288
6964,312
6965,1152
6966,1080
6967,0
6968,528
6969,960
6970,480
6971,1080
6972,0
6973,336
6974,1008
6975,0
6976,72
6977,624
6978,576
6979,336
6980,480
6981,768
6982,408
6983,0
6984,720
6985,672
6986,1344
6987,288
6988,120
6989,1248
6990,576
6991,0
6992,240
6993,768
6994,432
6995,768
6996,480
6997,312
6998,936
6999,0
7000,288
7001,672
7002,840
7003,384
7004,0
7005,768
7006,960
7007,0
7008,96
7009,624
7010,1008
7011,720
7012,240
7013,1128
7014,960
7015,0
7016,456
7017,720
7018,312
7019,1032
7020,384
7021,672
7022,528
7023,0
7024,0
7025,1200
7026,960
7027,264
7028,336
7029,1200
7030,384
7031,0
7032,240
7033,384
7034,1560
7035,384
7036,0
7037,864
7038,864
7039,0
7040,144
7041,624
7042,576
7043,552
7044,240
7045,480
7046,1200
7047,0
7048,288
7049,1152
7050,672
7051,384
7052,288
7053,480
7054,624
7055,0
7056,270
7057,432
7058,768
7059,768
7060,240
7061,1440
7062,576
7063,0
7064,600
7065,576
7066,504
7067,336
7068,0
7069,696
7070,1152
7071,0
7072,96
7073,1008
7074,768
7075,504
7076,768
7077,384
7078,312
7079,0
7080,480
7081,768
7082,936
7083,600
7084,192
7085,864
7086,720
7087,0
7088,120
7089,1152
7090,624
7091,912
7092,360
7093,288
7094,1656
7095,0
7096,240
7097,1248
7098,624
7099,336
7100,0
7101,1536
7102,432
7103,0
7104,0
7105,672
7106,960
7107,288
7108,288
7109,792
7110,960
7111,0
7112,480
7113,432
7114,792
7115,720
7116,240
7117,432
7118,816
7119,0
7120,96
7121,1248
7122,576
7123,240
7124,816
7125,1152
7126,432
7127,0
7128,408
7129,624
7130,864
7131,480
7132,0
7133,768
7134,768
7135,0
7136,384
7137,480
7138,672
7139,936
7140,384
7141,720
7142,600
7143,0
7144,240
7145,1152
7146,1512
7147,336
7148,168
7149,816
7150,720
7151,0
7152,0
7153,480
7154,1344
7155,384
7156,312
7157,1152
7158,528
7159,0
7160,624
7161,576
7162,360
7163,480
7164,0
7165,336
7166,1536
7167,0
7168,0
7169,912
7170,576
7171,480
7172,432
7173,1080
7174,720
7175,0
7176,384
7177,384
7178,1008
7179,528
7180,192
7181,1200
7182,768
7183,0
7184,240
7185,960
7186,432
7187,600
7188,288
7189,672
7190,1152
7191,0
7192,240
7193,960
7194,768
7195,384
7196,0
7197,384
7198,336
7199,0
7200,252
7201,816
7202,816
7203,392
7204,336
7205,768
7206,960
7207,0
7208,384
7209,1296
7210,384
7211,840
7212,192
7213,504
7214,1296
7215,0
7216,144
7217,672
7218,720
7219,360
7220,504
7221,672
7222,528
7223,0
7224,480
7225,510
7226,1224
7227,720
7228,0
7229,1704
7230,576
7231,0
7232,96
7233,432
7234,816
7235,528
7236,576
7237,552
7238,864
7239,0
7240,240
7241,1536
7242,480
7243,312
7244,552
7245,960
7246,528
7247,0
7248,144
7249,528
7250,1440
7251,816
7252,216
7253,744
7254,1008
7255,0
7256,552
7257,864
7258,432
7259,864
7260,0
7261,432
7262,864
7263,0
7264,168
7265,864
7266,1056
7267,312
7268,480
7269,576
7270,432
7271,0
7272,360
7273,480
7274,840
7275,480
7276,240
7277,960
7278,816
7279,0
7280,0
7281,1152
7282,288
7283,600
7284,432
7285,576
7286,1080
7287,0
7288,192
7289,1440
7290,1272
7291,288
7292,0
7293,576
7294,576
7295,0
7296,96
7297,528
7298,672
7299,840
7300,336
7301,1512
7302,528
7303,0
7304,672
7305,480
7306,912
7307,600
7308,288
7309,600
7310,1056
7311,0
7312,96
7313,672
7314,1152
7315,384
7316,480
7317,576
7318,504
7319,0
7320,288
7321,672
7322,816
7323,432
7324,0
7325,1512
7326,720
7327,0
7328,312
7329,1056
7330,432
7331,792
7332,288
7333,408
7334,1392
7335,0
7336,432
7337,768
7338,384
7339,432
7340,240
7341,768
7342,624
7343,0
7344,192
7345,384
7346,1536
7347,384
7348,288
7349,1320
7350,840
7351,0
7352,336
7353,720
7354,648
7355,864
7356,0
7357,384
7358,720
7359,0
7360,48
7361,1344
7362,1008
7363,240
7364,480
7365,672
7366,528
7367,0
7368,192
7369,672
7370,1440
7371,816
7372,144
7373,528
7374,1104
7375,0
7376,360
7377,720
7378,384
7379,672
7380,480
7381,792
7382,792
7383,0
7384,336
7385,864
7386,624
7387,240
7388,0
7389,1080
7390,624
7391,0
7392,96
7393,384
7394,1392
7395,384
7396,270
7397,864
7398,960
7399,0
7400,600
7401,816
7402,408
7403,528
7404,336
7405,672
7406,1104
7407,0
7408,0
7409,1632
7410,576
7411,600
7412,432
7413,672
7414,528
7415,0
7416,720
7417,288
7418,744
7419,576
7420,0
7421,1200
7422,624
7423,0
7424,72
7425,1344
7426,768
7427,672
7428,240
7429,480
7430,1104
7431,0
7432,240
7433,1248
7434,720
7435,240
7436,360
7437,768
7438,336
7439,0
7440,192
7441,480
7442,756
7443,504
7444,456
7445,768
7446,1248
7447,0
7448,504
7449,768
7450,504
7451,840
7452,0
7453,480
7454,1440
7455,0
7456,96
7457,816
7458,768
7459,360
7460,576
7461,1320
7462,480
7463,0
7464,384
7465,672
7466,1464
7467,480
7468,120
7469,1344
7470,720
7471,0
7472,168
7473,384
7474,624
7475,960
7476,480
7477,360
7478,840
7479,0
7480,192
7481,1392
7482,768
7483,240
7484,0
7485,576
7486,816
7487,0
7488,120
7489,864
7490,960
7491,384
7492,144
7493,912
7494,672
7495,0
7496,672
7497,1008
7498,480
7499,792
7500,296
7501,720
7502,1056
7503,0
7504,192
7505,960
7506,768
7507,264
7508,408
7509,816
7510,672
7511,0
7512,288
7513,432
7514,1224
7515,720
7516,0
7517,1128
7518,672
7519,0
7520,240
7521,864
7522,288
7523,840
7524,720
7525,480
7526,1296
7527,0
7528,216
7529,720
7530,864
7531,576
7532,336
7533,624
7534,432
7535,0
7536,0
7537,528
7538,720
7539,672
7540,192
7541,1176
7542,840
7543,0
7544,768
7545,864
7546,768
7547,360
7548,0
7549,840
7550,1008
7551,0
7552,72
7553,864
7554,864
7555,288
7556,864
7557,576
7558,408
7559,0
7560,384
7561,480
7562,720
7563,576
7564,240
7565,1536
7566,864
7567,0
7568,144
7569,870
7570,720
7571,432
7572,240
7573,456
7574,1440
7575,0
7576,360
7577,816
7578,936
7579,384
7580,0
7581,912
7582,384
7583,0
7584,240
7585,384
7586,1680
7587,576
7588,192
7589,1464
7590,576
7591,0
7592,336
7593,624
7594,696
7595,864
7596,360
7597,384
7598,1008
7599,0
7600,120
7601,1680
7602,480
7603,264
7604,504
7605,1080
7606,456
7607,0
7608,432
7609,576
7610,864
7611,480
7612,0
7613,576
7614,1632
7615,0
7616,0
7617,432
7618,528
7619,1104
7620,288
7621,792
7622,1200
7623,0
7624,240
7625,1152
7626,672
7627,240
7628,312
7629,1152
7630,480
7631,0
7632,216
7633,576
7634,1440
7635,480
7636,336
7637,720
7638,384
7639,0
7640,672
7641,1344
7642,408
7643,696
7644,0
7645,384
7646,960
7647,0
7648,96
7649,1392
7650,1200
7651,480
7652,432
7653,624
7654,624
7655,0
7656,576
7657,480
7658,1056
7659,720
7660,144
7661,1296
7662,432
7663,0
7664,0
7665,576
7666,768
7667,480
7668,384
7669,840
7670,1152
7671,0
7672,192
7673,672
7674,816
7675,504
7676,0
7677,600
7678,432
7679,0
7680,48
7681,528
7682,864
7683,288
7684,480
7685,1152
7686,1584
7687,0
7688,396
7689,960
7690,384
7691,1032
7692,240
7693,504
7694,912
7695,0
7696,192
7697,912
7698,480
7699,648
7700,672
7701,672
7702,408
7703,0
7704,360
7705,672
7706,1512
7707,384
7708,0
7709,1200
7710,1152
7711,0
7712,240
7713,1152
7714,480
7715,432
7716,336
7717,552
7718,816
7719,0
7720,240
7721,1344
7722,768
7723,216
7724,504
7725,720
7726,816
7727,0
7728,96
7729,528
7730,816
7731,840
7732,216
7733,960
7734,1104
7735,0
7736,624
7737,432
7738,432
7739,960
7740,0
7741,696
7742,864
7743,0
7744,78
7745,1248
7746,672
7747,384
7748,576
7749,1152
7750,576
7751,0
7752,384
7753,336
7754,1608
7755,384
7756,192
7757,600
7758,480
7759,0
7760,240
7761,1152
7762,624
7763,528
7764,288
7765,624
7766,1536
7767,0
7768,264
7769,1152
7770,768
7771,432
7772,0
7773,960
7774,720
7775,0
7776,312
7777,480
7778,624
7779,576
7780,192
7781,1104
7782,480
7783,0
7784,816
7785,960
7786,576
7787,672
7788,192
7789,504
7790,1440
7791,0
7792,0
7793,576
7794,1584
7795,384
7796,840
7797,480
7798,480
7799,0
7800,336
7801,864
7802,864
7803,608
7804,0
7805,1152
7806,624
7807,0
7808,120
7809,672
7810,672
7811,1008
7812,480
7813,288
7814,984
7815,0
7816,336
7817,1296
7818,624
7819,384
7820,288
7821,1152
7822,528
7823,0
7824,240
7825,672
7826,960
7827,432
7828,192
7829,1752
7830,768
7831,0
7832,384
7833,576
7834,552
7835,720
7836,0
7837,288
7838,1248
7839,0
7840,168
7841,1152
7842,576
7843,384
7844,384
7845,768
7846,696
7847,0
7848,360
7849,672
7850,1560
7851,480
7852,144
7853,1272
7854,960
7855,0
7856,216
7857,816
7858,336
7859,816
7860,480
7861,624
7862,936
7863,0
7864,432
7865,1056
7866,1200
7867,264
7868,0
7869,864
7870,336
7871,0
7872,48
7873,528
7874,1440
7875,864
7876,240
7877,744
7878,672
7879,0
7880,624
7881,1152
7882,528
7883,408
7884,384
7885,480
7886,1104
7887,0
7888,144
7889,1536
7890,576
7891,288
7892,504
7893,600
7894,792
7895,0
7896,384
7897,480
7898,576
7899,528
7900,0
7901,1512
7902,720
7903,0
7904,336
7905,576
7906,864
7907,504
7908,432
7909,720
7910,672
7911,0
7912,144
7913,864
7914,864
7915,336
7916,552
7917,768
7918,432
7919,0
7920,0
7921,534
7922,1248
7923,384
7924,240
7925,840
7926,1056
7927,0
7928,288
7929,1440
7930,672
7931,1056
7932,0
7933,456
7934,1536
7935,0
7936,0
7937,1104
7938,972
7939,480
7940,480
7941,1104
7942,456
7943,0
7944,576
7945,480
7946,1104
7947,360
7948,168
7949,1128
7950,1008
7951,0
7952,288
7953,480
7954,576
7955,1056
7956,576
7957,576
7958,960
7959,0
7960,288
7961,912
7962,528
7963,312
7964,0
7965,1152
7966,768
7967,0
7968,96
7969,768
7970,912
7971,720
7972,288
7973,960
7974,1080
7975,0
7976,648
7977,432
7978,504
7979,1056
7980,192
7981,672
7982,1008
7983,0
7984,72
7985,1248
7986,1152
7987,216
7988,504
7989,576
7990,480
7991,0
7992,576
7993,528
7994,1632
7995,384
7996,0
7997,816
7998,576
7999,0
8000,144
8001,960
8002,288
8003,624
8004,576
8005,576
8006,1128
8007,0
8008,192
8009,1344
8010,864
8011,600
8012,216
8013,624
8014,720
8015,0
8016,192
8017,336
8018,1248
8019,648
8020,384
8021,1680
8022,480
8023,0
8024,576
8025,1200
8026,744
8027,672
8028,0
8029,480
8030,960
8031,0
8032,168
8033,768
8034,864
8035,336
8036,672
8037,1008
8038,408
8039,0
8040,384
8041,672
8042,936
8043,384
8044,168
8045,768
8046,1344
8047,0
8048,0
8049,1200
8050,672
8051,816
8052,192
8053,360
8054,1080
8055,0
8056,432
8057,1056
8058,480
8059,504
8060,0
8061,672
8062,432
8063,0
8064,144
8065,384
8066,1104
8067,480
8068,144
8069,1848
8070,960
8071,0
8072,336
8073,768
8074,816
8075,672
8076,384
8077,480
8078,864
8079,0
8080,96
8081,1344
8082,720
8083,384
8084,816
8085,864
8086,480
8087,0
8088,288
8089,480
8090,1344
8091,1008
8092,0
8093,936
8094,768
8095,0
8096,336
8097,624
8098,480
8099,672
8100,510
8101,456
8102,1176
8103,0
8104,408
8105,864
8106,960
8107,312
8108,264
8109,1440
8110,432
8111,0
8112,104
8113,672
8114,1152
8115,576
8116,408
8117,888
8118,1008
8119,0
8120,480
8121,720
8122,384
8123,504
8124,0
8125,888
8126,1920
8127,0
8128,0
8129,1200
8130,672
8131,288
8132,336
8133,576
8134,840
8135,0
8136,480
8137,480
8138,576
8139,864
8140,192
8141,1344
8142,576
8143,0
8144,360
8145,864
8146,720
8147,888
8148,288
8149,576
8150,1320
8151,0
8152,216
8153,1152
8154,1344
8155,288
8156,0
8157,432
8158,480
8159,0
8160,192
8161,1056
8162,768
8163,360
8164,384
8165,1248
8166,624
8167,0
8168,600
8169,960
8170,480
8171,504
8172,360
8173,480
8174,1392
8175,0
8176,0
8177,768
8178,576
8179,600
8180,576
8181,1512
8182,504
8183,0
8184,384
8185,384
8186,1800
8187,336
8188,0
8189,1344
8190,960
8191,0
8192,12
8193,624
8194,576
8195,768
8196,432
8197,384
8198,792
8199,0
8200,336
8201,1200
8202,960
8203,432
8204,432
8205,576
8206,528
8207,0
8208,192
8209,672
8210,1200
8211,576
8212,216
8213,960
8214,936
8215,0
8216,864
8217,720
8218,432
8219,840
8220,0
8221,744
8222,576
8223,0
8224,192
8225,1440
8226,1296
8227,240
8228,528
8229,576
8230,912
8231,0
8232,384
8233,336
8234,864
8235,768
8236,192
8237,936
8238,624
8239,0
8240,144
8241,1152
8242,432
8243,504
8244,600
8245,864
8246,1536
8247,0
8248,144
8249,1824
8250,576
8251,480
8252,0
8253,720
8254,576
8255,0
8256,144
8257,384
8258,1392
8259,720
8260,288
8261,1296
8262,624
8263,0
8264,672
8265,576
8266,552
8267,720
8268,192
8269,648
8270,1008
8271,0
8272,144
8273,768
8274,864
8275,360
8276,456
8277,864
8278,552
8279,0
8280,720
8281,702
8282,720
8283,384
8284,0
8285,1104
8286,720
8287,0
8288,192
8289,960
8290,528
8291,1128
8292,240
8293,552
8294,1728
8295,0
8296,240
8297,864
8298,1080
8299,384
8300,504
8301,1008
8302,480
8303,0
8304,0
8305,576
8306,1056
8307,720
8308,192
8309,960
8310,576
8311,0
8312,480
8313,576
8314,744
8315,912
8316,0
8317,408
8318,960
8319,0
8320,48
8321,1728
8322,768
8323,288
8324,720
8325,840
8326,720
8327,0
8328,288
8329,960
8330,1296
8331,432
8332,168
8333,960
8334,1440
8335,0
8336,384
8337,672
8338,384
8339,624
8340,384
8341,480
8342,864
8343,0
8344,288
8345,1248
8346,960
8347,288
8348,0
8349,1248
8350,720
8351,0
8352,120
8353,336
8354,1440
8355,480
8356,528
8357,864
8358,576
8359,0
8360,576
8361,1296
8362,528
8363,840
8364,288
8365,480
8366,1344
8367,0
8368,120
8369,1152
8370,1152
8371,528
8372,480
8373,720
8374,528
8375,0
8376,336
8377,576
8378,912
8379,840
8380,0
8381,1368
8382,864
8383,0
8384,120
8385,768
8386,576
8387,504
8388,432
8389,1080
8390,864
8391,0
8392,288
8393,768
8394,816
8395,288
8396,456
8397,768
8398,384
8399,0
8400,240
8401,672
8402,768
8403,432
8404,240
8405,984
8406,1560
8407,0
8408,312
8409,624
8410,744
8411,960
8412,0
8413,528
8414,1728
8415,0
8416,144
8417,1200
8418,384
8419,456
8420,576
8421,864
8422,312
8423,0
8424,648
8425,672
8426,1296
8427,440
8428,216
8429,840
8430,672
8431,0
8432,0
8433,1200
8434,864
8435,672
8436,480
8437,384
8438,1128
8439,0
8440,336
8441,1440
8442,576
8443,264
8444,0
8445,960
8446,576
8447,0
8448,48
8449,576
8450,1260
8451,768
8452,192
8453,624
8454,1200
8455,0
8456,672
8457,432
8458,360
