M,n_modes,gamma,field,seed,sum_T,sum_absT,sum_A,r_cons,Pi_half,A_half,D_a,shell_n,shell_A,shell_absT,shell_sumT,D_b1,D_b2,secs
20,33400,0.000000,random,3,-3.4270897231e-10,1.0337246436e7,1.1423722590e9,3.315e-17,3.1983240274e4,1.0260300301e9,3.208024e4,4730,1.5106629193e8,1.4687459964e6,-3.7232768985e4,1.028539e2,4.057348e3,4.75
20,33400,0.000000,locked_plus,0,1.1381459775e-8,1.1338783591e6,2.4114531835e9,1.004e-14,1.2150892292e-8,2.1989191511e9,1.809677e17,4730,3.3055555256e8,2.3803939459e5,2.6002884290e-9,1.388659e3,1.271226e17,5.63
20,33400,0.000000,locked_quad,0,6.0300226323e-7,4.4552622626e8,1.3145189890e9,1.353e-15,5.7078390681e6,1.1916625333e9,2.087765e2,4730,1.8114811578e8,7.2532368569e7,4.1230370336e6,2.497480e0,4.393560e1,6.45
20,33400,0.000000,arith,0,-8.2921580713e-9,6.7703987483e8,2.0897170337e9,1.225e-17,1.3959799808e4,1.8915427696e9,1.354993e5,4730,2.9040491754e8,7.9636423235e7,-1.1880521940e4,3.646634e0,2.444378e4,5.75
20,33400,1.833333,random,1,-3.3404811035e-15,5.3126359920e1,1.7487922543e3,6.288e-17,-1.3611697181e-1,9.2196545257e2,6.773332e3,4730,6.2286367048e1,1.4575041489e0,1.2251874902e-2,4.273495e1,5.083823e3,6.22
20,33400,1.833333,random,2,-6.4897631540e-15,5.3313657009e1,1.7440654106e3,1.217e-16,-9.3867559689e-2,9.2198834240e2,9.822226e3,4730,6.2288416156e1,1.4849154596e0,1.0991818772e-2,4.194745e1,5.666798e3,5.11
20,33400,1.833333,random,3,6.0248606505e-15,5.5703524168e1,1.7442688598e3,1.082e-16,-4.0996902324e-2,9.2192746143e2,2.248773e4,4730,6.2237456523e1,1.4643162377e0,2.8893462823e-2,4.250274e1,2.154032e3,4.90
20,33400,1.833333,locked_plus,0,8.6788188822e-14,5.6409678714e0,3.4520684520e3,1.539e-14,3.0139058990e-14,1.8765615072e3,6.226344e16,4730,1.2913664583e2,7.1435179816e-1,-1.2351497964e-15,1.807746e2,1.045514e17,5.42
20,33400,1.833333,locked_quad,0,-9.3930939415e-14,4.0789263674e2,2.2059307895e3,2.303e-16,7.3299347559e0,1.2088378104e3,1.649179e2,4730,8.3783460817e1,2.6865509954e1,6.9544040753e-1,3.118625e0,1.204754e2,5.58
20,33400,1.833333,arith,0,1.3409215958e-14,7.7397669520e2,3.2384476184e3,1.733e-17,2.0188640228e-1,1.8166421125e3,8.998338e3,4730,1.2713926451e2,2.7471692919e1,-3.6805861724e-3,4.628010e0,3.454321e4,5.58
